name,line
Franky, Make Loidman suffer as much as possible for Princess Anya's sake!
Franky," Once you're all prepared, get to your positions!"
Agents, Roger!
Franky," Scruffy, scruffy, scruffy, scruff! Princess Anya is mine!"
Franky," If you want her back, come after me!"
Anya," Save me, Loidman."
Loid," Wait, it's already started?!"
Anya, Hey!
Franky, Loidman! You are about to face many obstacles in order to get the princess back!
Franky," First up,"
Franky," we have a quiz that the princess made up in this courtyard, so listen up!"
Franky," If you can't answer correctly, you'll be putting that on!"
Loid, This is...
Franky, You betcha! A Bondman costume set!
Anya, So exciting!
Franky," Okay, question time!"
Franky, What does Princess Anya like about Bondman?!
Loid, Huh? His face?
Anya, Bzzz! The fact that he has a p*stol with a sil*ncer!
Loid, What? Really?!
Franky," Oh, come on! You're her dad and you don't even know that?"
Loid, Next question!
Franky, What's Anya's favorite food?
Loid, Peanuts!
Anya, Ooh! Correct!
Franky, Tch. Guess that was too easy.
Franky, Here's the final question!
Franky," If you get it wrong, you'll be changing into that outfit, Loidman!"
Loid, That's if I don't get it.
Franky," Here's your question, then."
Franky, What does Anya want right now?
Loid, What does she want right now?
Franky, Five! Four!
Loid, You didn't say anything about a time limit!
Franky," I never said there wouldn't be one, either."
Loid, Calm down. What does Anya want right now?
Loid, What does she want...
Loid, Bondman's spy gear!
Franky," What's the correct answer, Princess Anya?!"
Anya, Right now...
Anya," I'm thirsty, so I'd like some water, please!"
Franky," Looks like you're wrong, Loidman!"
Loid, How the hell would I know that?!
Franky," Scruffy, scruffy, scruffy, scruff!"
Franky," Too bad for you, Loidman!"
Franky," Now, let's have you keep your word!"
Anya, I'm so excited...
Anya, to see the real Loidman!
Anya, Loidman!
Franky," All right, then! On to the next stage!"
Loid," Hey, wait!"
Anya, Loidman!
Franky," If you want to save Princess Anya, you'll have to make your way up here!"
Franky," Scruffy, scruffy, scruffy, scruff!"
Agent , He's so cool!
Agent , He's just so amazing...
Anya," You're so cool, Loidman!"
Franky," We're just getting started, scruff!"
Anya," Oh, no. Save me."
Loid," God, this is pain."
Anya," Loidman! Up here, up here!"
Anya, I'm right here!
Loid, There's no end to this.
Anya, This is so cool!
Franky," You've got this, my minions! Don't let him win!"
Franky," Loid! Let them hit you, damn it!"
Franky," Now you've done it, you bastard!"
Franky, Don't think you're gonna catch us that easily!
Franky, Buh-bye!
Anya," Save me, Loidman."
Anya," You're so amazing, Loidman!"
Franky," Scruffy, scruffy, scruffy, scruff! I'm impressed you got this far, Loidman!"
Franky, But I won't let you have the princess!
Anya," Save me, Loidman!"
Loid, Are you seriously telling me I have to act out this embarrassing
Loid, little play in front of all of these agents?
Loid, But in the end... this is for the mission!
Loid, H... Hand over the princess.
Agents, Ooh!
Agent , I can't believe we get to see Twilight's acting skills in person!
Franky, You fool! You think I'd hand her over that easily?!
Franky," Now, go! The most powerful witch in the world, Yorticia!"
Franky," Finish off that fool, scruff!"
Loid, Now there's a witch?!
Loid, What the hell is going on in this story?
Loid, Huh?
Loid, Wai—no way. What?!
Yor, Anyone who tries to kidnap Miss Anya...
Yor, will not get away alive!
Loid," Y-Yor, please calm down."
Loid, Why is she using physical att*cks when she's a witch?
Loid, She's strong!
Loid, She's gonna k*ll me!
Loid, Yor... Are you all right?
Franky," Scruffy, scruffy, scruffy, scruff!"
Franky," Excellent work getting this far, Loidman!"
Franky, But you won't defeat me that easil—
Anya, So exciting!
Loid," I... I've come to save you, Princess Anya."
Anya, Papa!
Loid, Wait... I'm supposed to be your dad in this?
Anya, So sparkly!
Agent ," Congratulations, Anya!"
Franky, Anya...
Franky, Congratulations...
Loid, What is this?
Anya, I've had so much excitement ever since I left the orphanage!
Anya," It's all thanks to you, Papa!"
Loid, Hm? Oh... I'm happy for you.
Anya, I'm gonna do my best in school!
Loid, That's good.
Loid," Well, anyway... congratulations on getting into the school."
Female member," Sir, the expense report from Agent Twilight."
Chief, Are these numbers real?
Female member," Yes, they are."
Chief, But...
Female member, They are correct.
Sign, Mission Report
Sign, Operation Strix
Proprietress, And... ..
Anya, I'm two millimeters bigger than last time!
Loid, I'm sure it's just an error.
Proprietress, You never know. Kids grow up so quickly.
Yor, Indeed.
Loid," Well, with that in mind, we should probably have your uniform made a little bigger."
Proprietress," But it was quite a shock to hear that you were suddenly married, Yor."
Proprietress, You should have told me the last time you were here!
Yor," I'm, er, sorry about the other day."
Proprietress, And to think that your lovely daughter is going to the prestigious Eden College.
Proprietress, Congratulations.
Anya, Fank you very much.
Proprietress, Are you an Eden College alum?
Loid," Oh, no. I went to an insignificant little school out in the country."
Proprietress," Oh, then do be careful."
Proprietress, There's something of a wall between parents who are Eden alumni and those who aren't.
Proprietress," Apparently this causes discrimination and bullying among the children, too."
Proprietress," Oh, and hazing from the honor students,"
Proprietress, and conflict between the dorm kids and commuters.
Proprietress," Speaking of, I hear that kidnappings of commuter kids are on the rise."
Proprietress," It's not surprising, considering most of the kids who can attend Eden are rich."
Anya, I don't wanna go to school anymore.
Proprietress," Oh, I'm sorry. I didn't mean to scare you."
Proprietress," Don't worry. There are plenty of fun things about it, too."
Proprietress," Okay, all done with your measurements."
Proprietress," Let's see, you'll be getting one uniform,"
Proprietress," plus a winter coat, a vest, and a sweater, for three additional items."
Proprietress," You're a regular here, so I'll get those done immediately."
Proprietress," Oh, you'll be able to get everything else you need from the shop on the corner."
Loid, This is going to cost more than I thought.
Loid, What's the matter?
Anya, I am in fear that I will be kidnapped.
Loid," Oh, I see. You sure didn't waste any time."
Loid," Yor, is it all right if we eat out today?"
Yor," Yes, of course."
Anya, Are there any kidnappers at the restaurant?
Waiter, Here's our special for the day.
Waiter, Pork sauté in pawpaw sauce with porcini mushrooms and potato potage.
Anya, Po?
Loid, Looks delicious.
Loid, Must be cipher P.
Loid," Ah, a notice about my briefing."
Loid, It'll be in five days at hours at safe house D.
Loid, Understood.
Loid, But I really need to ask them to stop using this notification method.
Loid, There's something unpleasant about it.
Loid, Hello?
Loid," Oh, yes, hi."
Loid, What? It's done already?
Loid, All right. We'll come pick up the order today.
Loid, Thank you.
Anya, Is the uniform done?
Loid, Sounds like it.
Loid, But I have my briefing today.
Loid," I'm sorry to trouble you, Yor,"
Loid, but could you go pick it up with Anya for me?
Loid, I got called into work.
Yor, Of course. You can count on me.
Loid," I might not get home until late, so you can go ahead and get delivery for dinner."
Yor, All right.
Anya, Have a knees day.
WISE HandlerSylvia Sherwood Alias, Handler
Handler," Good day... or perhaps good evening, Agent Twilight."
Loid," Hello, Handler. What's this about?"
Handler, Before we get into that...
Handler, What in the world were all those expenses the other day?!
Handler," A castle rental fee, and rental fees for furniture to go in said castle?!"
Handler, You think we're made of money?!
Loid," Oh, here's a couple more bills, actually."
Loid, Going to school is apparently very expensive.
Handler, I have to admire the balls it takes to just casually hand me more bills.
Loid," Well, they're all necessary expenses."
Handler, Very well. Anyway...
Handler, I'm here today to brief you on phase of Operation Strix.
Handler," Though you're usually on the ball, so that may not be necessary."
Loid, Well... I may actually be off my game lately.
Handler, Phase requires a social gathering.
Handler," Before we get into the details, let's review how Eden works."
Handler, Eden College.
Handler," There are around , students"
Handler," ranging from the ages of six to nineteen, and the curriculum covers all thirteen years."
Handler," Academics, sports, the arts..."
Handler, They offer a top-class education in every field.
Handler, The students who manage to shine brighter than their fellow elites
Handler, are the honor students known as the Imperial Scholars.
Handler, The social gathering that Desmond attends
Handler, is only open to those Imperial Scholars and their parents.
Handler," In order to become an Imperial Scholar,"
Handler," a student must earn eight merits known as ""Stella."""
Handler, Stella Stars are awarded for exceptional grades and contributions to society.
Handler," Which means, first, you need to raise your daughter into an honor student."
Handler, You may use underhanded means if necessary.
Handler," On the other hand,"
Handler, poor grades and bad behavior will result in demerits called Tonitrus Bolts.
Handler," When a student receives eight of those, they will be immediately expelled,"
Handler, so be aware of that.
Handler," Now, let's work out the finer details."
Loid, Turning that child into a honor student...
Loid," Hello, anxiety, my old friend."
Anya, Do I look cute in my uniform?
Yor," Oh, you look absolutely adorable!"
Yor, Let's go to the portrait studio later!
Anya, Ta-da!
Anya, Do I look cute?
Yor," Oh, you look absolutely adorable!"
Proprietress, Could you leave already? How many times are you gonna say that?
Anya, I wanna go on an ooting in this!
Yor," Yes, let's do that!"
Proprietress, Thanks much.
Anya," Doot, do! Doot, do! Doot, do!"
Yor, Why don't we stop by the park?
Anya, This is my uniform. Ta-da!
Anya, I am wearing my uniform. Ta-da!
Mother A," My, your daughter's adorable."
Mother B, She goes to Eden? I'm so jealous.
Yor, Oh... Hello.
s child," Mom, I'm hungry."
Mother A, And what would you like for dinner?
s child, Hamburg steak!
Swan, So you do prefer your old mother.
Anya, I want to be with them forever.
